Year;Region;RegionCode;Country;CountryCode;DataCategory;DataCategoryCode;IndicatorCoverageAndDisaggregation;DataAvailableLast5Years;DataAvailableLast10Years;FirstAdministrativeLevel;SecondAdministrativeLevel;CoverageSubscore;MachineReadability;NonProprietary;DownloadOptions;MetadataAvailability;TermsOfUse;OpennessSubscore;OverallScore
2018;South-Eastern Asia;ASE;Lao PDR;LAO;Economic and financial statistics;1;2,5;2;1,5;0,5;0;6,5;0;4;0;2,5;0;6,5;13
2022;Eastern Africa;AFE;Uganda;UGA;Environment statistics;2;3;1,5;1,5;0,5;0;6,5;1;3;1;1,5;0;6,5;13
2017;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Environment statistics;2;2,5;1;1,5;1,5;0;6,5;2;2;0,5;1,5;0;6;12,5
2017;Western Asia;ASW;Syrian Arab Republic;SYR;Social statistics;3;2,5;0,5;2;1,5;0;6,5;1;4;1;0;0;6;12,5
2022;Western Africa;AFW;Ghana;GHA;Environment statistics;2;2,5;1,5;1,5;1;0;6,5;1;3;0,5;1,5;0;6;12,5
2018;Southern Asia;ASZ;Nepal;NPL;Environment statistics;2;2,5;1,5;1,5;0,5;0,5;6,5;0;3;1,5;1,5;0;6;12,5
2017;Northern Africa;AFN;Algeria;DZA;Environment statistics;2;2,5;1,5;1,5;1;0;6,5;0,5;2,5;1,5;1,5;0;6;12,5
2015;Northern Africa;AFN;Egypt;EGY;Environment statistics;2;2,5;2;2;0;0;6,5;0,5;0;0,5;5;0;6;12,5
2016;Eastern Africa;AFE;Uganda;UGA;Environment statistics;2;3;1,5;1,5;0,5;0;6,5;0;3;0;1,5;1,5;6;12,5
2016;Central America;AMM;Costa Rica;CRI;Environment statistics;2;2;1,5;0,5;2;0,5;6,5;3;0;0;3;0;6;12,5
2016;Central America;AMM;Nicaragua;NIC;Environment statistics;2;2;1,5;2;1;0;6,5;0;3;0;1,5;1,5;6;12,5
2016;Pacific Islands;OPI;Samoa;WSM;Environment statistics;2;3;2;1,5;0;0;6,5;0;4;0;1,5;0;5,5;12
2018;Eastern Africa;AFE;Zimbabwe;ZWE;Environment statistics;2;2;2;1,5;1;0;6,5;0;3;1;1,5;0;5,5;12
2016;Western Asia;ASW;Qatar;QAT;Environment statistics;2;2,5;2;1,5;0,5;0;6,5;0;4;0;1;0;5;11,5
2016;Eastern Africa;AFE;Tanzania;TZA;Environment statistics;2;2,5;1,5;1;1,5;0;6,5;0,5;2,5;0;2;0;5;11,5
2020;Western Asia;ASW;Syrian Arab Republic;SYR;Environment statistics;2;2;2;2;0,5;0;6,5;1,5;1,5;0;1,5;0;4,5;11
2018;Western Africa;AFW;Nigeria;NGA;Environment statistics;2;2;1,5;1,5;1,5;0;6,5;0;3;0;1,5;0;4,5;11
2015;Eastern Africa;AFE;Kenya;KEN;Environment statistics;2;2,5;2;1,5;0,5;0;6,5;1;1;1;1,5;0;4,5;11
2024;Central Asia;ASC;Turkmenistan;TKM;Environment statistics;2;2,5;2;2;0;0;6,5;0;3;0;1,5;0;4,5;11
2015;South-Eastern Asia;ASE;Cambodia;KHM;Environment statistics;2;2,5;2;1,5;0,5;0;6,5;1;0;1;2;0;4;10,5
2016;Northern Africa;AFN;Morocco;MAR;Environment statistics;2;2;1,5;1,5;1;0,5;6,5;0,5;2,5;0;1;0;4;10,5
2015;Northern Africa;AFN;Algeria;DZA;Social statistics;3;2,5;1;2,5;0,5;0;6,5;1,5;0;0;2,5;0;4;10,5
2017;Eastern Africa;AFE;Madagascar;MDG;Economic and financial statistics;1;2,5;2,5;1,5;0;0;6,5;0;3;0;1;0;4;10,5
2015;Southern Europe;EUZ;Montenegro;MNE;Environment statistics;2;2;2;1,5;0,5;0,5;6,5;2;0;0;1,5;0;3,5;10
2015;Southern Asia;ASZ;Pakistan;PAK;Environment statistics;2;2;1,5;1,5;1,5;0;6,5;0;0;0;3;0;3;9,5
2015;Pacific Islands;OPI;Kiribati;KIR;Social statistics;3;3;3;0,5;0;0;6,5;0;0;0;3;0;3;9,5
2015;Southern Europe;EUZ;Bosnia and Herzegovina;BIH;Environment statistics;2;3;2,5;1;0;0;6,5;0;0;0;2,5;0;2,5;9
2015;Pacific Islands;OPI;Marshall Islands;MHL;Social statistics;3;3;1;2;0,5;0;6,5;0;0;0;2,5;0;2,5;9
2015;Southern Africa;AFZ;Botswana;BWA;Environment statistics;2;2,5;1,5;2;0,5;0;6,5;0;0;0;2;0;2;8,5
2015;South-Eastern Asia;ASE;Lao PDR;LAO;Environment statistics;2;2,5;2,5;1;0,5;0;6,5;0;0;0;2;0;2;8,5
2015;Central Asia;ASC;Turkmenistan;TKM;Social statistics;3;1,5;1,5;1;1,5;1;6,5;0;0;0;0,5;0;0,5;7
2015;Central Asia;ASC;Turkmenistan;TKM;Economic and financial statistics;1;2,5;2;2;0;0;6,5;0;0;0;0;0;0;6,5
2016;Western Africa;AFW;Guinea-Bissau;GNB;Social statistics;3;3;1;1;1;0;6;3,5;5;3,5;4;3;19;25
2024;Middle Africa;AFM;Congo, Rep.;COG;Economic and financial statistics;1;3;0,5;2,5;0;0;6;1;5;3;4,5;0;13,5;19,5
2022;Western Africa;AFW;Liberia;LBR;Environment statistics;2;2,5;1;2;0,5;0;6;3,5;4;3;2,5;0;13;19
2024;Western Africa;AFW;The Gambia;GMB;Environment statistics;2;2,5;1,5;1,5;0,5;0;6;3;4;3,5;2,5;0;13;19
2024;Southern Europe;EUZ;San Marino;SMR;Social statistics;3;2,5;1,5;1;1;0;6;0;7;2,5;3,5;0;13;19
2020;Southern Europe;EUZ;Malta;MLT;Environment statistics;2;2;1,5;1,5;1;0;6;2,5;3;2;1;4;12,5;18,5
2020;Southern Asia;ASZ;Maldives;MDV;Environment statistics;2;2,5;1;1;1,5;0;6;4;4;1,5;2,5;0;12;18
2024;Southern Africa;AFZ;Namibia;NAM;Environment statistics;2;3,5;1,5;1;0;0;6;0;5;2;2,5;2,5;12;18
2017;South-Eastern Asia;ASE;Singapore;SGP;Environment statistics;2;2;2;2;0;0;6;3;3;3;1,5;1,5;12;18
2020;Pacific Islands;OPI;Papua New Guinea;PNG;Social statistics;3;3,5;0,5;0,5;1,5;0;6;0;6;3;3;0;12;18
2024;Southern Asia;ASZ;Afghanistan;AFG;Environment statistics;2;3;2;1;0;0;6;3;5;1,5;2;0;11,5;17,5
2020;Eastern Asia;ASF;Macao SAR, China;MAC;Environment statistics;2;2;2;2;0;0;6;3;4;0,5;2;2;11,5;17,5
2016;Southern Europe;EUZ;Malta;MLT;Social statistics;3;2,5;1;1,5;1;0;6;0,5;4;0,5;2;4;11;17
2022;Central America;AMM;Belize;BLZ;Environment statistics;2;2,5;1,5;1;1;0;6;2,5;4;1,5;2;0;10;16
2018;Western Africa;AFW;Senegal;SEN;Environment statistics;2;3;1,5;1;0,5;0;6;0;4;1,5;2;2;9,5;15,5
2016;Middle Africa;AFM;Gabon;GAB;Economic and financial statistics;1;3,5;0;2,5;0;0;6;0;5;0;4,5;0;9,5;15,5
2022;Southern Africa;AFZ;Botswana;BWA;Environment statistics;2;2,5;1,5;1;1;0;6;0;3;1,5;1,5;3;9;15
2020;Southern Africa;AFZ;Namibia;NAM;Environment statistics;2;2,5;1;1,5;1;0;6;0,5;4;2;2,5;0;9;15
2020;Western Africa;AFW;Mauritania;MRT;Environment statistics;2;3;1,5;1,5;0;0;6;0,5;4;1,5;2;0,5;8,5;14,5
2024;Western Africa;AFW;Sierra Leone;SLE;Environment statistics;2;2;1;0;1,5;1,5;6;0;3;1;1,5;3;8,5;14,5
2022;Western Africa;AFW;Sierra Leone;SLE;Environment statistics;2;2;1;1;1;1;6;0;3;1,5;1,5;2,5;8,5;14,5
2020;Western Africa;AFW;The Gambia;GMB;Environment statistics;2;2,5;1,5;1;0,5;0,5;6;2,5;3;1,5;1,5;0;8,5;14,5
2017;South-Eastern Asia;ASE;Vietnam;VNM;Environment statistics;2;2;1,5;1,5;1;0;6;2;3;2;1,5;0;8,5;14,5
2015;South America;AMZ;Bolivia;BOL;Environment statistics;2;2;2;2;0;0;6;5;0;2,5;1;0;8,5;14,5
2018;Middle Africa;AFM;Angola;AGO;Economic and financial statistics;1;2,5;1,5;2;0;0;6;0,5;4;2;2;0;8,5;14,5
2022;Eastern Africa;AFE;Zambia;ZMB;Environment statistics;2;2;1,5;1,5;1;0;6;1,5;3;1,5;1,5;1;8,5;14,5
2017;Central Asia;ASC;Uzbekistan;UZB;Economic and financial statistics;1;2;2;2;0;0;6;0;3;1,5;4;0;8,5;14,5
2015;Western Africa;AFW;Togo;TGO;Environment statistics;2;2,5;1;2;0,5;0;6;2;2;2;2;0;8;14
2022;Southern Europe;EUZ;Kosovo;XKX;Environment statistics;2;2;1,5;1,5;0,5;0,5;6;1,5;3;1,5;1,5;0,5;8;14
2018;Northern Africa;AFN;Sudan;SDN;Economic and financial statistics;1;2;2;2;0;0;6;0;4;2;2;0;8;14
2016;Eastern Asia;ASF;Taiwan;TWN;Environment statistics;2;2,5;1,5;1,5;0,5;0;6;2,5;2,5;1,5;0,5;1;8;14
2022;Central America;AMM;Guatemala;GTM;Economic and financial statistics;1;2;1,5;2;0,5;0;6;2,5;3;0,5;2;0;8;14
2016;Caribbean;AMC;Anguilla;AIA;Economic and financial statistics;1;3,5;1;1,5;0;0;6;0;5;0;2;1;8;14
2017;South-Eastern Asia;ASE;Lao PDR;LAO;Economic and financial statistics;1;2,5;1,5;1,5;0,5;0;6;0;4;1;2,5;0;7,5;13,5
2020;Middle Africa;AFM;Chad;TCD;Economic and financial statistics;1;3;1;1,5;0,5;0;6;0;4;1,5;2;0;7,5;13,5
2024;Eastern Africa;AFE;Zambia;ZMB;Environment statistics;2;2;1;1;2;0;6;1,5;3;1,5;1,5;0;7,5;13,5
2017;Western Asia;ASW;Syrian Arab Republic;SYR;Economic and financial statistics;1;4;0;2;0;0;6;0;5;1;1;0;7;13
2022;Western Asia;ASW;Qatar;QAT;Environment statistics;2;2;1,5;2;0,5;0;6;1,5;3;1;1,5;0;7;13
2020;Eastern Africa;AFE;Malawi;MWI;Environment statistics;2;2;1,5;1,5;0,5;0,5;6;0;3;1;1,5;1,5;7;13
2016;Eastern Africa;AFE;Malawi;MWI;Environment statistics;2;2;2;1,5;0,5;0;6;1;3;1;0,5;1,5;7;13
2017;Western Africa;AFW;Mauritania;MRT;Environment statistics;2;2,5;2;1,5;0;0;6;0,5;3;1;2;0;6,5;12,5
2022;Eastern Africa;AFE;Malawi;MWI;Environment statistics;2;2;1;1,5;1;0,5;6;0;3;0,5;1,5;1,5;6,5;12,5
2016;Central America;AMM;Guatemala;GTM;Economic and financial statistics;1;2,5;2;1,5;0;0;6;2;2;0;2,5;0;6,5;12,5
2017;Central America;AMM;Honduras;HND;Environment statistics;2;2;2;2;0;0;6;2;2;0,5;2;0;6,5;12,5
2022;Western Africa;AFW;Nigeria;NGA;Environment statistics;2;2;1;1,5;1,5;0;6;0,5;3;1;1,5;0;6;12
2016;Pacific Islands;OPI;Marshall Islands;MHL;Social statistics;3;3,5;1,5;0,5;0,5;0;6;0;4;0;2;0;6;12
2018;Northern Africa;AFN;Sudan;SDN;Environment statistics;2;2,5;1,5;1;1;0;6;0;3;1;2;0;6;12
2017;Eastern Europe;EUE;Romania;ROU;Environment statistics;2;2;1,5;2;0,5;0;6;0,5;2,5;0,5;1,5;0,5;5,5;11,5
2016;Central America;AMM;Honduras;HND;Environment statistics;2;2;1,5;1,5;1;0;6;3,5;1,5;0;0,5;0;5,5;11,5
2018;Western Africa;AFW;Mali;MLI;Environment statistics;2;2;1,5;1,5;1;0;6;0;3;1;1;0;5;11
2020;Western Africa;AFW;Niger;NER;Environment statistics;2;2,5;1;1,5;1;0;6;0;3;0,5;1,5;0;5;11
2016;Western Africa;AFW;Niger;NER;Environment statistics;2;2,5;2;1;0,5;0;6;0;3;0;2;0;5;11
2017;Western Africa;AFW;Nigeria;NGA;Environment statistics;2;2;1,5;1,5;1;0;6;0,5;3;0,5;1;0;5;11
2016;South America;AMZ;Uruguay;URY;Environment statistics;2;2;2;1;0,5;0,5;6;1;2,5;0;1,5;0;5;11
2016;Central Asia;ASC;Turkmenistan;TKM;Environment statistics;2;2;1,5;1,5;1;0;6;0;3;0;2;0;5;11
2017;Northern Africa;AFN;Morocco;MAR;Environment statistics;2;2,5;1,5;1,5;0,5;0;6;0;3;0;1,5;0;4,5;10,5
2016;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Environment statistics;2;2;1;1;2;0;6;1,5;1;0,5;1;0;4;10
2018;Central America;AMM;El Salvador;SLV;Environment statistics;2;2;2;2;0;0;6;0;2;0;2;0;4;10
2024;South-Eastern Asia;ASE;Timor-Leste;TLS;Environment statistics;2;1,5;1;0,5;1,5;1,5;6;1;1;0,5;1;0;3,5;9,5
2020;Central America;AMM;El Salvador;SLV;Environment statistics;2;2;2;2;0;0;6;0;2;0;1,5;0;3,5;9,5
2015;Pacific Islands;OPI;Solomon Islands;SLB;Social statistics;3;3;0;1;1,5;0,5;6;0,5;0;0;2,5;0;3;9
2015;Middle Africa;AFM;Congo, Rep.;COG;Environment statistics;2;3;0,5;1,5;1;0;6;0;0;0;2,5;0;2,5;8,5
2015;Caribbean;AMC;St. Lucia;LCA;Environment statistics;2;2;1,5;1;1,5;0;6;1;0;0;1,5;0;2,5;8,5
2015;Western Africa;AFW;Niger;NER;Environment statistics;2;1,5;1,5;1,5;1,5;0;6;0;0;0;2;0;2;8
2015;Eastern Africa;AFE;Burundi;BDI;Environment statistics;2;2;2;1,5;0,5;0;6;0;0;0;2;0;2;8
2015;Eastern Africa;AFE;Djibouti;DJI;Social statistics;3;2,5;0;2,5;1;0;6;0;0;0;0;0;0;6
2024;Southern Africa;AFZ;Namibia;NAM;Social statistics;3;3;0,5;1,5;0,5;0;5,5;1;7;3,5;3,5;1,5;16,5;22
2024;Eastern Africa;AFE;South Sudan;SSD;Social statistics;3;3;1,5;0,5;0,5;0;5,5;3,5;5;3,5;2,5;1;15,5;21
2022;Western Africa;AFW;Benin;BEN;Environment statistics;2;2,5;0,5;1,5;1;0;5,5;3,5;4;3,5;2;0,5;13,5;19
2018;Middle Africa;AFM;Gabon;GAB;Economic and financial statistics;1;4;0,5;1;0;0;5,5;3;4,5;3;3;0;13,5;19
2022;Western Africa;AFW;Cote d'Ivoire;CIV;Social statistics;3;4,5;0;0;1;0;5,5;0,5;6;2,5;3;0;12;17,5
2017;Caribbean;AMC;Jamaica;JAM;Environment statistics;2;2;1,5;1;1;0;5,5;2;3;2,5;1,5;3;12;17,5
2020;Caribbean;AMC;St. Vincent & Grenadines;VCT;Environment statistics;2;2,5;1,5;1,5;0;0;5,5;2;3,5;1,5;2;3;12;17,5
2024;Western Europe;EUW;Monaco;MCO;Social statistics;3;2;2;1,5;0;0;5,5;0;7;1;3,5;0;11,5;17
2020;Western Asia;ASW;Lebanon;LBN;Environment statistics;2;3;0,5;0,5;1,5;0;5,5;5;1,5;2,5;2,5;0;11,5;17
2018;Eastern Africa;AFE;South Sudan;SSD;Social statistics;3;3,5;0;0;2;0;5,5;0,5;5;2,5;3;0;11;16,5
2020;Eastern Africa;AFE;Zambia;ZMB;Environment statistics;2;2;1,5;1;1;0;5,5;2;3;2;1,5;2;10,5;16
2022;Southern Africa;AFZ;Eswatini;SWZ;Social statistics;3;2,5;1,5;0,5;1;0;5,5;0;5;2,5;2,5;0;10;15,5
2024;Caribbean;AMC;Aruba;ABW;Environment statistics;2;2;2;1,5;0;0;5,5;2;4;2;2;0;10;15,5
2020;Western Africa;AFW;Sierra Leone;SLE;Environment statistics;2;2,5;0,5;1,5;0,5;0,5;5,5;0;4;1,5;2;2;9,5;15
2024;Middle Africa;AFM;Congo, Rep.;COG;Environment statistics;2;3;0;1,5;1;0;5,5;0;4;2;3,5;0;9,5;15
2020;Western Africa;AFW;Liberia;LBR;Environment statistics;2;1,5;1,5;1,5;0,5;0,5;5,5;2;3;2,5;1,5;0;9;14,5
2017;Southern Africa;AFZ;Botswana;BWA;Environment statistics;2;2,5;1,5;1,5;0;0;5,5;0;3;1,5;1,5;3;9;14,5
2017;Middle Africa;AFM;Sao Tome and Principe;STP;Economic and financial statistics;1;2;2;1,5;0;0;5,5;2,5;3,5;2,5;0,5;0;9;14,5
2020;Pacific Islands;OPI;Marshall Islands;MHL;Environment statistics;2;2,5;1;1,5;0,5;0;5,5;0;4;2;2,5;0;8,5;14
2020;Western Africa;AFW;Togo;TGO;Environment statistics;2;2;1,5;1;1;0;5,5;1,5;3;2;1,5;0;8;13,5
2018;Southern Europe;EUZ;Andorra;AND;Environment statistics;2;2;1,5;1,5;0,5;0;5,5;3;2;1,5;1,5;0;8;13,5
2017;South America;AMZ;Venezuela;VEN;Environment statistics;2;2,5;0,5;1,5;1;0;5,5;0,5;3,5;2;2;0;8;13,5
2024;Pacific Islands;OPI;Marshall Islands;MHL;Environment statistics;2;2;1,5;1;1;0;5,5;2;3;1,5;1,5;0;8;13,5
2020;Middle Africa;AFM;Sao Tome and Principe;STP;Environment statistics;2;2,5;1,5;1,5;0;0;5,5;0;4;2;2;0;8;13,5
2018;Caribbean;AMC;Anguilla;AIA;Social statistics;3;2,5;1;1,5;0,5;0;5,5;0;4;2;2;0;8;13,5
2022;Western Asia;ASW;Kuwait;KWT;Environment statistics;2;2;1,5;2;0;0;5,5;2;3;1;1,5;0;7,5;13
2018;Southern Europe;EUZ;Bosnia and Herzegovina;BIH;Environment statistics;2;2,5;1,5;1,5;0;0;5,5;0,5;3,5;1,5;2;0;7,5;13
2018;Southern Africa;AFZ;Lesotho;LSO;Environment statistics;2;2;1;1,5;1;0;5,5;1;3;1,5;2;0;7,5;13
2018;Pacific Islands;OPI;Papua New Guinea;PNG;Social statistics;3;2,5;1;0;1,5;0,5;5,5;0;4,5;1;2;0;7,5;13
2018;Eastern Africa;AFE;Uganda;UGA;Environment statistics;2;2,5;1,5;1,5;0;0;5,5;0,5;3;1,5;2,5;0;7,5;13
2018;Southern Africa;AFZ;Namibia;NAM;Environment statistics;2;2;1,5;1;1;0;5,5;0,5;3;1,5;2;0;7;12,5
2018;Middle Africa;AFM;Cameroon;CMR;Environment statistics;2;2;1,5;1;1;0;5,5;1;3;1,5;1,5;0;7;12,5
2017;Eastern Africa;AFE;Uganda;UGA;Environment statistics;2;2,5;1,5;1,5;0;0;5,5;0;3;1;3;0;7;12,5
2016;Central America;AMM;Guatemala;GTM;Environment statistics;2;2;1,5;1;1;0;5,5;2,5;3;0;1,5;0;7;12,5
2015;Northern Africa;AFN;Sudan;SDN;Environment statistics;2;2,5;1;1,5;0,5;0;5,5;0,5;0;0,5;3,5;2;6,5;12
2017;Middle Africa;AFM;Congo, Rep.;COG;Environment statistics;2;2,5;0,5;1;1,5;0;5,5;0;3;1,5;2;0;6,5;12
2018;Eastern Africa;AFE;Madagascar;MDG;Environment statistics;2;2;1,5;1,5;0,5;0;5,5;0;3;2;1,5;0;6,5;12
2017;Eastern Africa;AFE;Zimbabwe;ZWE;Environment statistics;2;2;1,5;1;1;0;5,5;0;3;1,5;2;0;6,5;12
2020;Central America;AMM;Belize;BLZ;Environment statistics;2;2,5;1;1;1;0;5,5;0,5;3;1,5;1,5;0;6,5;12
2017;Western Africa;AFW;Burkina Faso;BFA;Environment statistics;2;2;1,5;1;1;0;5,5;0;3;1,5;1,5;0;6;11,5
2018;South America;AMZ;Guyana;GUY;Social statistics;3;2;1,5;1,5;0,5;0;5,5;0;3;1,5;1,5;0;6;11,5
2017;South America;AMZ;Guyana;GUY;Social statistics;3;2;1,5;1,5;0,5;0;5,5;0;3;1,5;1,5;0;6;11,5
2022;Pacific Islands;OPI;Palau;PLW;Environment statistics;2;2,5;0,5;1,5;1;0;5,5;0;3;1,5;1,5;0;6;11,5
2022;Middle Africa;AFM;Angola;AGO;Environment statistics;2;2;1,5;1;1;0;5,5;0;3;1,5;1,5;0;6;11,5
2016;Southern Africa;AFZ;Namibia;NAM;Environment statistics;2;2,5;1,5;0,5;1;0;5,5;0;4;0;1,5;0;5,5;11
2020;Northern Africa;AFN;Algeria;DZA;Environment statistics;2;2;1,5;2;0;0;5,5;0;3;1;1,5;0;5,5;11
2016;Middle Africa;AFM;Congo, Rep.;COG;Environment statistics;2;2,5;0,5;1;1,5;0;5,5;0;3;0;2,5;0;5,5;11
2022;Middle Africa;AFM;Sao Tome and Principe;STP;Environment statistics;2;2;1,5;1,5;0,5;0;5,5;0;3;1;1,5;0;5,5;11
2017;Western Africa;AFW;Ghana;GHA;Environment statistics;2;2;1,5;1,5;0,5;0;5,5;0;3;1;1;0;5;10,5
2016;Western Africa;AFW;Nigeria;NGA;Environment statistics;2;2;1;1,5;1;0;5,5;0;3;0;0,5;1,5;5;10,5
2022;Pacific Islands;OPI;Vanuatu;VUT;Environment statistics;2;1,5;0,5;0,5;1,5;1,5;5,5;1,5;2;0,5;1;0;5;10,5
2022;Northern Africa;AFN;Algeria;DZA;Environment statistics;2;2;1,5;1,5;0,5;0;5,5;0;3;0,5;1,5;0;5;10,5
2016;Central America;AMM;El Salvador;SLV;Economic and financial statistics;1;1,5;1,5;1,5;1;0;5,5;1;2;0;2;0;5;10,5
2017;Western Asia;ASW;Iraq;IRQ;Environment statistics;2;2;1,5;1;1;0;5,5;0;3;0,5;1;0;4,5;10
2018;Northern Africa;AFN;Libya;LBY;Social statistics;3;3,5;0;0,5;1,5;0;5,5;0;0;2,5;2;0;4,5;10
2015;Central America;AMM;Nicaragua;NIC;Environment statistics;2;2,5;1,5;1,5;0;0;5,5;0;0;0;2,5;2;4,5;10
2017;Northern Africa;AFN;Libya;LBY;Social statistics;3;3;0;0,5;2;0;5,5;0;0;1,5;2;0;3,5;9
2015;Western Africa;AFW;Burkina Faso;BFA;Environment statistics;2;1,5;1,5;1,5;1;0;5,5;0;0;0;2;0;2;7,5
2020;Caribbean;AMC;Dominica;DMA;Social statistics;3;2,5;1;1,5;0;0;5;3;5;2,5;2,5;5;18;23
2020;Caribbean;AMC;Dominica;DMA;Environment statistics;2;3;0;2;0;0;5;0,5;5;2,5;2,5;5;15,5;20,5
2022;Southern Europe;EUZ;Malta;MLT;Environment statistics;2;1,5;1,5;1,5;0,5;0;5;3,5;3;2;2,5;3,5;14,5;19,5
2024;Caribbean;AMC;Dominica;DMA;Social statistics;3;2,5;1;1,5;0;0;5;0;6;2;2,5;4;14,5;19,5
2018;Southern Europe;EUZ;Malta;MLT;Environment statistics;2;3;0,5;0,5;1;0;5;0;4;2;3;4;13;18
2022;Northern Africa;AFN;Libya;LBY;Social statistics;3;3;0;1;1;0;5;0;6;2,5;3;0;11,5;16,5
2017;Middle Africa;AFM;Sao Tome and Principe;STP;Social statistics;3;2;1,5;1,5;0;0;5;4;4;3,5;0;0;11,5;16,5
2016;Middle Africa;AFM;Sao Tome and Principe;STP;Economic and financial statistics;1;2;2;1;0;0;5;3,5;3;2;0;2,5;11;16
2017;Eastern Africa;AFE;South Sudan;SSD;Economic and financial statistics;1;2,5;1;1,5;0;0;5;1;5;2,5;2,5;0;11;16
2017;Eastern Africa;AFE;South Sudan;SSD;Social statistics;3;3;0;0;1,5;0,5;5;0,5;5;2,5;3;0;11;16
2018;Middle Africa;AFM;Sao Tome and Principe;STP;Economic and financial statistics;1;2,5;1;1,5;0;0;5;3,5;3,5;3;0;0;10;15
2020;Eastern Africa;AFE;Seychelles;SYC;Environment statistics;2;2;1,5;1,5;0;0;5;2;3,5;1,5;2;0,5;9,5;14,5
2020;Caribbean;AMC;Trinidad and Tobago;TTO;Environment statistics;2;2;1;1;1;0;5;3;3;2;1,5;0;9,5;14,5
2024;Western Asia;ASW;Syrian Arab Republic;SYR;Environment statistics;2;2;2;1;0;0;5;4;1,5;1,5;2;0;9;14
2024;Southern Africa;AFZ;Botswana;BWA;Environment statistics;2;2,5;1;1;0,5;0;5;0;3;1,5;1,5;3;9;14
2022;Pacific Islands;OPI;Tonga;TON;Environment statistics;2;2;1;0,5;1,5;0;5;0,5;3;1,5;2,5;1,5;9;14
2016;Middle Africa;AFM;Cameroon;CMR;Environment statistics;2;1,5;1,5;1;1;0;5;1,5;3;1,5;1,5;1,5;9;14
2018;Western Africa;AFW;Sierra Leone;SLE;Environment statistics;2;2,5;1,5;1;0;0;5;0;3;1,5;2,5;1,5;8,5;13,5
2016;Western Africa;AFW;Togo;TGO;Environment statistics;2;2;1,5;1,5;0;0;5;1,5;3;1,5;1;1,5;8,5;13,5
2017;Southern Africa;AFZ;Lesotho;LSO;Environment statistics;2;2,5;0,5;1,5;0,5;0;5;1;3;2;2,5;0;8,5;13,5
2024;Pacific Islands;OPI;Kiribati;KIR;Environment statistics;2;2;1,5;0,5;1;0;5;2,5;3;1,5;1,5;0;8,5;13,5
2020;Pacific Islands;OPI;Tonga;TON;Environment statistics;2;2;1,5;0,5;1;0;5;0,5;3;1,5;2;1,5;8,5;13,5
2018;Eastern Africa;AFE;Somalia;SOM;Economic and financial statistics;1;2;2;1;0;0;5;1;3;0,5;1;3;8,5;13,5
2022;Eastern Africa;AFE;Zimbabwe;ZWE;Environment statistics;2;2;1,5;1,5;0;0;5;1,5;3;1,5;1,5;1;8,5;13,5
2020;Western Asia;ASW;Bahrain;BHR;Environment statistics;2;2;1,5;1,5;0;0;5;1,5;2;1,5;1;2;8;13
2022;Western Africa;AFW;The Gambia;GMB;Environment statistics;2;2;0,5;1,5;0,5;0,5;5;2,5;3;1;1,5;0;8;13
2018;South America;AMZ;Venezuela;VEN;Environment statistics;2;2,5;0;1,5;1;0;5;0,5;3,5;2;2;0;8;13
2017;Caribbean;AMC;Anguilla;AIA;Economic and financial statistics;1;2,5;1;1,5;0;0;5;0;4;2;1,5;0;7,5;12,5
2017;South-Eastern Asia;ASE;Cambodia;KHM;Economic and financial statistics;1;2;1;1;1;0;5;1;3;1;2;0;7;12
2017;Western Africa;AFW;Sierra Leone;SLE;Environment statistics;2;2,5;1,5;1;0;0;5;0;3;1,5;2;0;6,5;11,5
2017;Western Africa;AFW;Benin;BEN;Social statistics;3;1,5;0,5;1;1,5;0,5;5;0,5;3;1,5;1,5;0;6,5;11,5
2017;Eastern Africa;AFE;Somalia;SOM;Economic and financial statistics;1;2;2;1;0;0;5;0;3;0,5;1;2;6,5;11,5
2022;Eastern Africa;AFE;Ethiopia;ETH;Environment statistics;2;2;1;1;0,5;0,5;5;1;3;1,5;1;0;6,5;11,5
2024;Eastern Africa;AFE;Malawi;MWI;Environment statistics;2;2;1;1;1;0;5;0;3;0,5;1,5;1,5;6,5;11,5
2018;Central America;AMM;Belize;BLZ;Environment statistics;2;2,5;0,5;1;1;0;5;0;3;1,5;2;0;6,5;11,5
2017;Central America;AMM;Belize;BLZ;Environment statistics;2;2,5;0,5;1;1;0;5;0;3;1,5;2;0;6,5;11,5
2020;Western Africa;AFW;Ghana;GHA;Environment statistics;2;2;1,5;1;0,5;0;5;0,5;3;1;1,5;0;6;11
2018;South-Eastern Asia;ASE;Cambodia;KHM;Economic and financial statistics;1;2;1,5;1,5;0;0;5;0,5;3;1;1,5;0;6;11
2024;Pacific Islands;OPI;Tuvalu;TUV;Environment statistics;2;2;1;0,5;1,5;0;5;0,5;3;1;1,5;0;6;11
2024;Western Europe;EUW;Monaco;MCO;Environment statistics;2;2;1,5;1,5;0;0;5;0;3;1;1,5;0;5,5;10,5
2015;Eastern Africa;AFE;South Sudan;SSD;Environment statistics;2;2;1;0,5;1;0,5;5;1;1;1;2,5;0;5,5;10,5
2022;Southern Asia;ASZ;Afghanistan;AFG;Environment statistics;2;2;1,5;1;0,5;0;5;0;3;0,5;1,5;0;5;10
